0993,1,028,20127,7,100 
0979,1,028,20121,1,500 
0979,1,028,20122,2,500 
0979,1,028,20122,2,500 
0979,1,028,20123,3,500 
0979,1,028,20124,4,500 
0979,1,028,20126,6,500 
0979,1,028,20126,6,500 
0979,1,028,20127,7,500 
0979,1,028,20128,8,500 
0979,1,028,20128,8,500 
0979,1,028,20129,9,500 
0979,1,028,201210,10,500 
0979,1,028,201211,11,500 
0979,1,028,201211,11,500 
0979,1,028,201212,12,500 
1159,1,006,20121,1,50000 
1159,1,006,20121,1,100000 
1159,1,006,20122,2,50000 
1159,1,006,20122,2,50000 
1159,1,006,20123,3,50000 
1159,1,006,20123,3,50000 
1159,1,006,20123,3,50000 
1159,1,006,20124,4,50000 
1159,1,006,20124,4,50000 
1159,1,006,20125,5,50000 
1159,1,006,20124,4,50000 
1159,1,006,20125,5,50000 
1159,1,006,20126,6,50000 
1159,1,006,20126,6,50000 
1159,1,006,20127,7,50000 
1159,1,006,20127,7,50000 
1159,1,006,20127,7,50000 
1159,1,006,20128,8,50000 
1159,1,006,20127,7,50000 
1159,1,006,20128,8,50000 
1159,1,006,20129,9,50000 
1159,1,006,20129,9,50000 
1159,1,006,20128,8,50000 
1159,1,006,20128,8,50000 
1159,1,006,20129,9,50000 
1159,1,006,20129,9,50000 
1159,1,006,201210,10,100000 
1159,1,006,201210,10,50000 
1159,1,006,201210,10,100000 
1159,1,006,201210,10,50000 
1159,1,006,201211,11,50000 
1938,1,001,20126,6,4 
1938,1,001,20127,7,4 
1938,1,001,201212,12,4 
1157,1,006,20123,3,150000 
1157,1,006,20123,3,150000 
1157,1,006,20124,4,150000 
1157,1,006,20125,5,150000 
1157,1,006,20126,6,160000 
1157,1,006,20126,6,160000 
1157,1,006,20128,8,160000 
1157,1,006,20128,8,160000 
1157,1,006,20129,9,160000 
1157,1,006,201210,10,160000 
1157,1,006,20129,9,160000 
1157,1,006,201211,11,160000 
1157,1,006,201212,12,160000 
1234,1,019,20124,4,1000 
1451,1,019,20121,1,1000 
1274,1,019,20121,1,1000 
1274,1,019,20121,1,1000 
1274,1,019,20121,1,1000 
1512,1,019,20121,1,20000 
1512,1,019,20122,2,20000 
1512,1,019,20122,2,20000 
1274,1,019,20121,1,1000 
1274,1,019,20122,2,1000 
1274,1,019,20122,2,1000 
1274,1,019,20122,2,1000 
1274,1,019,20122,2,2000 
1451,1,019,20122,2,1000 
1274,1,019,20123,3,1000 
1274,1,019,20123,3,1000 
1512,1,019,20123,3,20000 
1274,1,019,20123,3,1000 
1512,1,019,20123,3,20000 
1512,1,019,20123,3,10000 
1512,1,019,20123,3,10000 
1512,1,019,20124,4,30000 
1512,1,019,20124,4,20000 
1274,1,019,20124,4,1000 
1274,1,019,20124,4,1000 
1451,1,019,20124,4,1000 
1512,1,019,20124,4,20000 
1512,1,019,20125,5,40000 
1274,1,019,20125,5,1000 
1274,1,019,20125,5,1000 
1451,1,019,20125,5,1000 
1274,1,019,20126,6,1000 
1512,1,019,20126,6,30000 
1512,1,019,20126,6,30000 
1512,1,019,20127,7,30000 
1274,1,019,20126,6,1000 
1451,1,019,20126,6,1000 
1274,1,019,20126,6,1000 
1274,1,019,20127,7,1000 
1512,1,019,20127,7,30000 
1512,1,019,20128,8,30000 
1512,1,019,20128,8,30000 
1274,1,019,20127,7,1000 
1451,1,019,20127,7,1000 
1274,1,019,20128,8,1000 
1274,1,019,20128,8,1000 
1274,1,019,20128,8,1000 
1274,1,019,20129,9,1000 
1451,1,019,20129,9,1000 
1512,1,019,20129,9,60000 
1512,1,019,20129,9,30000 
1512,1,019,201210,10,30000 
1274,1,019,20129,9,1000 
1451,1,019,201210,10,1000 
1274,1,019,201210,10,1000 
1274,1,019,201210,10,1000 
1274,1,019,201211,11,1000 
1512,1,019,201211,11,30000 
1512,1,019,201211,11,30000 
1512,1,019,201212,12,30000 
1512,1,019,201212,12,30000 
1451,1,019,201212,12,1000 
1274,1,019,201212,12,1000 
1970,1,005,20122,2,28000 
1970,1,005,20123,3,4000 
1970,1,005,20123,3,28000 
1970,1,005,20123,3,9000 
1970,1,005,20124,4,4000 
1970,1,005,20124,4,2000 
1970,1,005,20125,5,1000 
1970,1,005,20125,5,23000 
1970,1,005,20125,5,1000 
1970,1,005,20125,5,1000 
1970,1,005,20126,6,26000 
1970,1,005,20126,6,1000 
1970,1,005,20127,7,35000 
1970,1,005,20127,7,2000 
1970,1,005,20127,7,36000 
1970,1,005,20127,7,2000 
1970,1,005,20127,7,1000 
1970,1,005,20128,8,15000 
1970,1,005,20128,8,7000 
1970,1,005,20129,9,42000 
1970,1,005,20129,9,45000 
1970,1,005,20129,9,1000 
1970,1,005,201210,10,16000 
1970,1,005,201210,10,2000 
1970,1,005,201210,10,2000 
1970,1,005,201211,11,1000 
1970,1,005,201211,11,2000 
1970,1,005,201211,11,3000 
1970,1,005,201212,12,1000 
1970,1,005,201212,12,2000 
1372,1,019,20121,1,600 
1372,1,019,20121,1,300 
1372,1,019,20121,1,1600 
1372,1,019,20121,1,900 
1372,1,019,20121,1,1300 
1372,1,019,20121,1,1600 
1372,1,019,20122,2,200 
1372,1,019,20122,2,1000 
1372,1,019,20122,2,1800 
1372,1,019,20123,3,1400 
1372,1,019,20123,3,100 
1372,1,019,20123,3,1400 
1372,1,019,20123,3,1200 
1372,1,019,20123,3,300 
1372,1,019,20123,3,400 
1372,1,019,20123,3,900 
1372,1,019,20124,4,300 
1372,1,019,20124,4,600 
1372,1,019,20124,4,800 
1372,1,019,20124,4,2700 
1372,1,019,20124,4,300 
1372,1,019,20124,4,300 
1372,1,019,20124,4,900 
1372,1,019,20124,4,200 
1372,1,019,20125,5,900 
1372,1,019,20125,5,500 
1372,1,019,20125,5,1300 
1372,1,019,20125,5,500 
1372,1,019,20125,5,100 
1372,1,019,20125,5,900 
1372,1,019,20125,5,1200 
1372,1,019,20125,5,1500 
1372,1,019,20125,5,600 
1372,1,019,20126,6,300 
1372,1,019,20125,5,400 
1372,1,019,20126,6,1600 
1372,1,019,20126,6,1300 
1372,1,019,20126,6,1900 
1372,1,019,20126,6,600 
1372,1,019,20126,6,100 
1372,1,019,20126,6,600 
1372,1,019,20127,7,500 
1372,1,019,20127,7,100 
1372,1,019,20127,7,600 
1372,1,019,20127,7,500 
1372,1,019,20127,7,200 
1372,1,019,20127,7,600 
1372,1,019,20128,8,800 
1372,1,019,20128,8,900 
1372,1,019,20128,8,300 
1372,1,019,20128,8,700 
1372,1,019,20129,9,300 
1372,1,019,201210,10,600 
1372,1,019,20129,9,1300 
1372,1,019,201211,11,200 
1372,1,019,201211,11,300 
1372,1,019,201212,12,100 
1372,1,019,201212,12,200 
1372,1,019,201212,12,900 
1994,2,019,201211,11,3000 
0558,2,030,20128,8,5000 
0560,2,030,20128,8,15000 
0561,2,030,201210,10,2000 
1994,2,019,20121,1,100 
1994,2,019,20129,9,300 
1994,2,019,20129,9,200 
1183,2,030,20121,1,2000 
1184,2,030,20121,1,2000 
1184,2,030,20123,3,5000 
0561,2,030,20128,8,100 
0561,2,030,201211,11,400 
1150,1,006,20121,1,60000 
1150,1,006,20122,2,30000 
1150,1,006,20122,2,30000 
1150,1,006,20122,2,30000 
1150,1,006,20122,2,10000 
1150,1,006,20124,4,10000 
1173,1,006,20123,3,5000 
1150,1,006,20124,4,10000 
1150,1,006,20125,5,10000 
1173,1,006,20125,5,5000 
1150,1,006,20125,5,20000 
1150,1,006,20125,5,10000 
1150,1,006,20126,6,10000 
1150,1,006,20125,5,40000 
1150,1,006,20126,6,10000 
1150,1,006,20126,6,10000 
1150,1,006,20126,6,30000 
1150,1,006,20126,6,30000 
1150,1,006,20126,6,20000 
1150,1,006,20127,7,30000 
1150,1,006,20127,7,20000 
1150,1,006,20127,7,30000 
1150,1,006,20128,8,35000 
1150,1,006,20128,8,5000 
1150,1,006,20128,8,20000 
1150,1,006,20128,8,10000 
1150,1,006,20129,9,30000 
1150,1,006,20129,9,20000 
1150,1,006,20129,9,20000 
1150,1,006,201210,10,40000 
1150,1,006,201210,10,30000 
1150,1,006,201210,10,30000 
1150,1,006,201210,10,10000 
1150,1,006,201210,10,30000 
1150,1,006,201211,11,10000 
1150,1,006,201211,11,10000 
1150,1,006,201211,11,10000 
1150,1,006,201212,12,20000 
1150,1,006,201212,12,90000 
1150,1,006,201212,12,30000 
1900,1,019,20121,1,200 
1248,1,019,20121,1,10000 
1278,1,019,20122,2,1000 
1274,1,019,20122,2,1000 
1900,1,019,20122,2,200 
1248,1,019,20123,3,10000 
1900,1,019,20124,4,200 
1900,1,019,20124,4,200 
1278,1,019,20125,5,1000 
1359,1,019,20124,4,80000 
1248,1,019,20124,4,10000 
1900,1,019,20124,4,200 
1900,1,019,20125,5,200 
1900,1,019,20125,5,200 
1900,1,019,20125,5,400 
1359,1,019,20125,5,70000 
1900,1,019,20125,5,200 
1900,1,019,20126,6,200 
1248,1,019,20126,6,10000 
1900,1,019,20126,6,400 
1278,1,019,20126,6,2000 
1900,1,019,20126,6,200 
1359,1,019,20126,6,80000 
1900,1,019,20127,7,200 
1900,1,019,20127,7,200 
1359,1,019,20127,7,100000 
1900,1,019,20128,8,400 
1248,1,019,20128,8,10000 
1900,1,019,20128,8,200 
1359,1,019,20128,8,100000 
1900,1,019,20128,8,200 
1900,1,019,20129,9,200 
1278,1,019,20129,9,1000 
1900,1,019,20129,9,200 
1359,1,019,201210,10,80000 
1900,1,019,201210,10,200 
1248,1,019,201210,10,10000 
1278,1,019,201210,10,1000 
1900,1,019,201210,10,200 
1359,1,019,201210,10,80000 
1900,1,019,201211,11,200 
1248,1,019,201211,11,10000 
1900,1,019,201211,11,200 
1900,1,019,201211,11,200 
1274,1,019,201212,12,2000 
1270,1,019,20126,6,4000 
1581,3,005,20121,1,2000 
1581,3,005,20122,2,2000 
1581,3,005,20122,2,5000 
2015,3,005,20122,2,2000 
1581,3,005,20122,2,5000 
1581,3,005,20123,3,6000 
1581,3,005,20123,3,10000 
1581,3,005,20123,3,2000 
2015,3,005,20123,3,1000 
1581,3,005,20123,3,10000 
1581,3,005,20123,3,4000 
1581,3,005,20124,4,5000 
1581,3,005,20124,4,10000 
1581,3,005,20124,4,4000 
1581,3,005,20124,4,1000 
1581,3,005,20124,4,3000 
1581,3,005,20125,5,20000 
1581,3,005,20125,5,5000 
1581,3,005,20125,5,5000 
2008,3,005,20125,5,9000 
2008,3,005,20125,5,1000 
2015,3,005,20125,5,5000 
1581,3,005,20126,6,5000 
1581,3,005,20126,6,3000 
1581,3,005,20126,6,5000 
2015,3,005,20126,6,2000 
1581,3,005,20127,7,4000 
2004,3,005,20127,7,1000 
1581,3,005,20127,7,1000 
1581,3,005,20127,7,2000 
1581,3,005,20127,7,1000 
1581,3,005,20127,7,10000 
1581,3,005,20127,7,6000 
1581,3,005,20128,8,5000 
1581,3,005,20128,8,5000 
2015,3,005,20128,8,1000 
1581,3,005,20128,8,1000 
1581,3,005,20128,8,4000 
1581,3,005,20128,8,5000 
1581,3,005,201210,10,9000 
2015,3,005,201210,10,2000 
2004,3,005,201210,10,1000 
1581,3,005,201210,10,4000 
1581,3,005,201210,10,3000 
1581,3,005,201210,10,5000 
1581,3,005,201211,11,8000 
