51,035,014,02,2012
49,030,014,02,2012
47,032,013,02,2012
46,031,015,02,2012
50,036,014,02,2012
54,039,017,04,2012
46,034,014,03,2012
50,034,015,02,2012
44,029,014,02,2012
49,031,015,01,2012
54,037,015,02,2012
48,034,016,02,2012
48,030,014,01,2012
43,030,011,01,2012
58,040,012,02,2012
57,044,015,04,2012
54,039,013,04,2012
51,035,014,03,2012
57,038,017,03,2012
51,038,015,03,2012
54,034,017,02,2012
51,037,015,04,2012
46,036,010,02,2012
51,033,017,05,2012
48,034,019,02,2012
50,030,016,02,2012
50,034,016,04,2012
52,035,015,02,2012
52,034,014,02,2012
47,032,016,02,2012
48,031,016,02,2012
54,034,015,04,2012
52,041,015,01,2012
55,042,014,02,2012
49,031,015,01,2012
50,032,012,02,2012
55,035,013,02,2012
49,031,015,01,2012
44,030,013,02,2012
51,034,015,02,2012
50,035,013,03,2012
45,023,013,03,2012
44,032,013,02,2012
50,035,016,06,2012
51,038,019,04,2012
48,030,014,03,2012
51,038,016,02,2012
46,032,014,02,2012
53,037,015,02,2012
50,033,014,02,2012
70,032,047,014,2013
64,032,045,015,2013
69,031,049,015,2013
55,023,040,013,2013
65,028,046,015,2013
57,028,045,013,2013
63,033,047,016,2013
49,024,033,010,2013
66,029,046,013,2013
52,027,039,014,2013
50,020,035,010,2013
59,030,042,015,2013
60,022,040,010,2013
61,029,047,014,2013
56,029,036,013,2013
67,031,044,014,2013
56,030,045,015,2013
58,027,041,010,2013
62,022,045,015,2013
56,025,039,011,2013
59,032,048,018,2013
61,028,040,013,2013
63,025,049,015,2013
61,028,047,012,2013
64,029,043,013,2013
66,030,044,014,2013
68,028,048,014,2013
67,030,050,017,2013
60,029,045,015,2013
57,026,035,010,2013
55,024,038,011,2013
55,024,037,010,2013
58,027,039,012,2013
60,027,051,016,2013
54,030,045,015,2013
60,034,045,016,2013
67,031,047,015,2013
63,023,044,013,2013
56,030,041,013,2013
55,025,040,013,2013
55,026,044,012,2013
61,030,046,014,2013
58,026,040,012,2013
50,023,033,010,2013
56,027,042,013,2013
57,030,042,012,2013
57,029,042,013,2013
62,029,043,013,2013
51,025,030,011,2013
57,028,041,013,2013
63,033,060,025,2014
58,027,051,019,2014
71,030,059,021,2014
63,029,056,018,2014
65,030,058,022,2014
76,030,066,021,2014
49,025,045,017,2014
73,029,063,018,2014
67,025,058,018,2014
72,036,061,025,2014
65,032,051,020,2014
64,027,053,019,2014
68,030,055,021,2014
57,025,050,020,2014
58,028,051,024,2014
64,032,053,023,2014
65,030,055,018,2014
77,038,067,022,2014
77,026,069,023,2014
60,022,050,015,2014
69,032,057,023,2014
56,028,049,020,2014
77,028,067,020,2014
63,027,049,018,2014
67,033,057,021,2014
72,032,060,018,2014
62,028,048,018,2014
61,030,049,018,2014
64,028,056,021,2014
72,030,058,016,2014
74,028,061,019,2014
79,038,064,020,2014
64,028,056,022,2014
63,028,051,015,2014
61,026,056,014,2014
77,030,061,023,2014
63,034,056,024,2014
64,031,055,018,2014
60,030,048,018,2014
69,031,054,021,2014
67,031,056,024,2014
69,031,051,023,2014
58,027,051,019,2014
68,032,059,023,2014
67,033,057,025,2014
67,030,052,023,2014
63,025,050,019,2014
65,030,052,020,2014
62,034,054,023,2014
59,030,051,018,2014
51,035,014,02,2015
49,030,014,02,2015
47,032,013,02,2015
46,031,015,02,2015
50,036,014,02,2015
54,039,017,04,2015
46,034,014,03,2015
50,034,015,02,2015
44,029,014,02,2015
49,031,015,01,2015
54,037,015,02,2015
48,034,016,02,2015
48,030,014,01,2015
43,030,011,01,2015
58,040,012,02,2015
57,044,015,04,2015
54,039,013,04,2015
51,035,014,03,2015
57,038,017,03,2015
51,038,015,03,2015
54,034,017,02,2015
51,037,015,04,2015
46,036,010,02,2015
51,033,017,05,2015
48,034,019,02,2015
50,030,016,02,2015
50,034,016,04,2015
52,035,015,02,2015
52,034,014,02,2015
47,032,016,02,2015
48,031,016,02,2015
54,034,015,04,2015
52,041,015,01,2015
55,042,014,02,2015
49,031,015,01,2015
50,032,012,02,2015
55,035,013,02,2015
49,031,015,01,2015
44,030,013,02,2015
51,034,015,02,2015
50,035,013,03,2015
45,023,013,03,2015
44,032,013,02,2015
50,035,016,06,2015
51,038,019,04,2015
48,030,014,03,2015
51,038,016,02,2015
46,032,014,02,2015
53,037,015,02,2015
50,033,014,02,2015
70,032,047,014,2016
